meddra_id,meddra_name,meddra_term_type
10057765,"Procedural complication",PT
10057769,"Nonconvulsive status epilepticus",LLT
10057789,"Delayed anaphylactoid reaction",LLT
10057840,"Major depression",PT
10057847,"Biliary sepsis",PT
10057868,"Upper respiratory tract infection bacterial",PT
10057869,"Pharyngitis bacterial",PT
10057880,"Injection site nodule",PT
10057889,"Graves' ophthalmopathy",LLT
10057903,"Subacute cutaneous lupus erythematosus",PT
10057915,"Diabetic macular oedema",LLT
10057928,"Acute cutaneous lupus erythematosus",PT
10057947,"Emotional incontinence",LLT
10057969,"Reflux gastritis",PT
10057970,"Toxic skin eruption",PT
10057974,Epulis,PT
10057979,"Call-Fleming syndrome",LLT
10058011,Aftercataract,LLT
10058014,"Infected neoplasm",PT
10058018,"Postoperative complication",LLT
10058019,"Cancer pain",PT
10058029,Arthrofibrosis,PT
10058030,"Cartilage hypertrophy",PT
10058034,"Immune complex formation",LLT
10058043,"Incision site pain",PT
10058046,"Post procedural complication",PT
10058049,"Administration site pain",PT
10058059,"Anastomotic complication",PT
10058060,"Graft complication",PT
10058061,"Gastrointestinal oedema",PT
10058067,"Graft delamination",PT
10058068,"Graft hypertrophy",LLT
10058080,"Staphylococcal infection",PT
10058084,"Precocious puberty",PT
10058095,"Peritoneal haematoma",PT
10058096,"Pancreatic necrosis",LLT
10058097,"Metabolic disorder",PT
10058105,"Neutrophilic dermatosis",PT
10058108,Dyslipidaemia,PT
10058109,Hangnail,PT
10058110,Dyslipidemia,LLT
10058112,Chondrolysis,PT
10058116,"Nephrogenic anaemia",PT
10058117,"Ocular icterus",PT
10058125,"Haemophagocytic syndrome",LLT
10058126,"Yellow ocular colouring",LLT
10058129,"Brown urine",LLT
10058130,Asteatosis,PT
10058140,"Throbbing headache",LLT
10058156,"Reperfusion arrhythmia",PT
10058162,Perleche,LLT
10058179,"Hypertensive emergency",PT
10058202,"Cystoid macular oedema",PT
10058215,"Skin tumour",LLT
10058246,"Chronic myelogenous leukaemia",LLT
10058305,"Clostridium colitis",PT
10058309,"Affective incontinence",LLT
10058314,Dysplasia,PT
10058319,Dysgraphia,PT
10058338,Spondylarthritis,LLT
10058359,Hypogonadism,PT
10058360,"Retroperitoneal haematoma",PT
10058443,Neurocysticercosis,PT
10058455,"Nail pigmentation",PT
10058457,"Complete right bundle branch block",LLT
10058464,"Infusion site abscess",PT
10058472,Comatose,LLT
10058474,"Oral mucosal irritation",LLT
10058475,"Arterial occlusion",LLT
10058483,"Nuchal rigidity",PT
10058486,"Glabellar reflex abnormal",PT
10058490,Hyperoxia,PT
10058497,Enthesitis,LLT
10058558,Hypoperfusion,PT
10058571,"Spinal cord infarction",PT
10058596,"Renal cyst infection",PT
10058603,Hyperlactataemia,LLT
10058667,"Oral toxicity",PT
10058669,"Global amnesia",LLT
10058674,"Pelvic infection",PT
10058675,"Dermatitis psoriasiform",PT
10058678,"Sinusitis fungal",PT
10058679,"Skin oedema",PT
10058680,"Nipple swelling",PT
10058681,"Eczema vesicular",PT
10058683,"Injection site stinging",LLT
10058688,"Breast tension",LLT
10058693,"Exanthema generalised",LLT
10058699,"Larynx itching",LLT
10058702,Mastopathy,LLT
10058711,"Visual impairment transient",LLT
10058729,"Embolia cutis medicamentosa",PT
10058731,"Nicolau syndrome",LLT
10058735,Myoglobinaemia,PT
10058802,"Gingival infection",LLT
10058806,"Mycobacterium avium complex infection",PT
10058809,"Eyelash discolouration",PT
10058810,"Eyelash thickening",PT
10058811,"Sensation of pressure in eye",LLT
10058812,"Eyelash discoloration",LLT
10058818,"Skin laceration",PT
10058821,"Genital tract inflammation",PT
10058827,"Hepatitis B reactivation",PT
10058834,"Open wound",LLT
10058838,"Enterocolitis infectious",PT
10058839,"Enteritis infectious",PT
10058841,"Adnexa uteri pain",PT
10058854,"Cytomegalovirus viraemia",PT
10058856,"Klebsiella bacteraemia",PT
10058877,"Pseudomonal sepsis",PT
10058880,"Bacteroides bacteremia",LLT
10058883,"Klebsiella bacteremia",LLT
10058884,"Enterobacter bacteremia",LLT
10058887,"Staphylococcus aureus bacteremia",LLT
10058898,"Hand dermatitis",PT
10058899,"DRESS syndrome",LLT
10058900,"Thyroid mass",PT
10058901,"Testicular mass",PT
10058907,"Spinal deformity",PT
10058919,"Drug rash with eosinophilia and systemic symptoms",LLT
10058920,"Restless legs syndrome",PT
10058923,"Pseudomonal bacteraemia",PT
10058927,"Pseudomonal bacteremia",LLT
10058929,"Disturbance in sexual arousal",PT
10058935,"Intrahepatic biloma",LLT
10058941,"Bile duct necrosis",PT
10058949,"Cystic lymphangioma",LLT
10058954,Scleromalacia,PT
10058956,Bicytopenia,PT
10058972,"Bone metabolism disorder",PT
10058990,"Venous occlusion",PT
10058991,"Hepatic vein occlusion",PT
10059001,"Brow ptosis",PT
10059002,"Localised muscle weakness",LLT
10059005,"Application site discolouration",PT
10059008,"Application site scar",PT
10059009,"Injection site scar",PT
10059010,"Application site discoloration",LLT
10059012,"Nipple oedema",PT
10059017,"Intestinal mass",PT
10059024,"Gastrointestinal toxicity",PT
10059027,"Brugada syndrome",PT
10059037,"Oral lesion",LLT
10059039,"Gastrointestinal ischemia",LLT
10059046,"Application site alopecia",PT
10059048,"Incision site complication",PT
10059054,"Shunt thrombosis",PT
10059056,"Ventricular dysfunction",PT
10059059,"Suture related complication",PT
10059096,"Scleral hyperaemia",PT
10059104,"Scleral hyperemia",LLT
10059118,Biloma,PT
10059126,"Blue toe syndrome",PT
10059136,"Application site folliculitis",PT
10059138,Glossoptosis,PT
10059158,"Infrequent bowel movements",PT
10059175,"Intestinal haemorrhage",PT
10059176,"Juvenile idiopathic arthritis",PT
10059178,"Intestinal hemorrhage",LLT
10059183,"Familial hypertriglyceridaemia",PT
10059186,"Early satiety",PT
10059187,"Euthyroid goiter",LLT
10059189,"Haemorrhagic cyst",PT
10059192,"Hemorrhagic cyst",LLT
10059203,"Infusion site bruising",PT
10059204,"Labour pain",PT
10059206,"Nail toxicity",PT
10059208,"Eyelid pain",PT
10059235,"Rhinitis hypertrophic",PT
10059236,Osteodysplasty,LLT
10059245,Angiopathy,PT
10059246,"Incision site hematoma",LLT
10059250,"Gastrointestinal amyloidosis",PT
10059259,"Pulmonary aspergillosis",LLT
10059272,"Sexual desire decreased",LLT
10059284,"Epidermal necrosis",PT
10059294,"Oily skin",LLT
10059313,"Anogenital warts",PT
10059344,"Protein-losing gastroenteropathy",PT
10059346,"Viral haemorrhagic cystitis",PT
10059358,"Post procedural tenderness",LLT
10059361,Pleuropericarditis,PT
10059385,"Extremity necrosis",PT
10059386,"Incision site pruritus",PT
10059393,"Hoigne's syndrome",PT
10059407,Parophthalmia,PT
10059420,"Paraneoplastic syndrome",PT
10059426,"Mucosal hemorrhage",LLT
10059428,"Postoperative infection",LLT
10059482,"Neutropenic infection",PT
10059489,Hemodilution,LLT
10059491,"Intracranial haematoma",PT
10059516,"Skin toxicity",PT
10059517,"Bacterial pyelonephritis",PT
10059594,"Secondary hypogonadism",PT
10059599,Pseudomeningocele,PT
10059604,"Radicular pain",PT
10059605,Necrobiosis,PT
10059617,"Overactive bladder",LLT
10059621,"Intra-abdominal abscess",LLT
10059625,"Abdominal wall disorder",PT
10059636,"Penile adhesion",PT
10059650,"Implant site infection",PT
10059651,"Encephalopathy aluminium",LLT
10059652,"Osteodystrophy aluminium",LLT
10059671,Melalgia,LLT
10059677,"Graft dysfunction",LLT
10059685,"Sputum retention",PT
10059723,"Tooth pain",LLT
10059766,"Haemorrhagic ascites",PT
10059784,Narcosis,LLT
10059802,"Macroscopic haematuria",LLT
10059813,"Spinocellular carcinoma",LLT
10059823,"Macroscopic hematuria",LLT
10059826,Sialorrhea,LLT
10059830,"Infusion site rash",PT
10059837,Adhesion,PT
10059846,"Renal cyst haemorrhage",PT
10059874,"Acute glaucoma",LLT
10059923,"Pharyngeal hypoaesthesia",PT
10059948,"Pharyngeal hypoesthesia",LLT
10060121,"Squamous cell carcinoma of head and neck",PT
10060375,Hypercholesteraemia,LLT
10060378,Hyperinsulinaemia,PT
10060380,Hyponatraemic,LLT
10060395,"Leukaemia secondary to oncology chemotherapy",LLT
10060472,Haematoporphyrinuria,LLT
10060492,"Hypoglycemic seizure",LLT
10060536,"Diarrhea hemorrhagic",LLT
10060544,Hematochezia,LLT
10060559,Anemic,LLT
10060573,Candidemia,LLT
10060577,"CMV viremia",LLT
10060611,Hemophagocytosis,LLT
10060612,"Hemophilia A",LLT
10060640,"Hemorrhoidal hemorrhage",LLT
10060647,"Intravascular hemolysis",LLT
10060657,"Esophageal ulcer hemorrhage",LLT
10060658,"Pneumonia hemophilus",LLT
10060692,"Respiratory tract infection fungal",PT
10060693,"Respiratory tract infection bacterial",PT
10060695,"Residual urine",LLT
10060699,Acidaemia,LLT
10060701,Neuroretinitis,LLT
10060707,"MALT lymphoma",LLT
10060708,Induration,PT
10060709,"Gastrointestinal erosion",PT
10060712,"Skin neoplasm bleeding",PT
10060715,"Vaginal erythema",LLT
10060726,"Mesenteric hemorrhage",LLT
10060734,"Diabetic foot",PT
10060738,"Intervertebral discitis",PT
10060772,"Cerebrovascular infarction",LLT
10060781,"Haemorrhagic ovarian cyst",PT
10060800,"Hot flush",PT
10060803,"Diabetic foot infection",PT
10060816,"Filmy vision",LLT
10060818,"Hazy vision",LLT
10060820,"Joint injury",PT
10060821,"Necrolytic migratory erythema",PT
10060834,"Myxedema coma",LLT
10060837,"Choroidal neovascularization",LLT
10060840,"Ischaemic cerebral infarction",PT
10060841,"Sinusitis bacterial",PT
10060856,"Recall phenomenon",PT
10060862,"Prostate cancer",PT
10060863,"Joint haematoma",LLT
10060865,"Duodenogastric reflux",PT
10060881,"Adynamic bone disease",LLT
10060889,"Tinea infection",PT
10060891,"General symptom",PT
10060904,"Freezing phenomenon",PT
10060918,"Oesophageal erosion",LLT
10060919,"Foetal malformation",PT
10060920,"Fetal malformation",LLT
10060921,"Abdominal abscess",PT
10060925,"Abdominal neoplasm",PT
10060926,"Abdominal symptom",PT
10060931,"Adenovirus infection",PT
10060934,"Allergic oedema",PT
10060938,"Anaesthetic complication",PT
10060945,"Bacterial infection",PT
10060946,"Pneumonia bacterial",PT
10060953,"Ventricular failure",PT
10060961,"Appetite disorder",PT
10060965,"Arterial stenosis",PT
10060968,"Arthritis infective",PT
10060993,"Benign bone neoplasm",PT
10060999,"Benign neoplasm",PT
10061000,"Benign pancreatic neoplasm",PT
10061008,"Biliary tract disorder",PT
10061011,"Bladder disorder",PT
10061021,"Breast disorder",PT
10061024,"Cardiac disorder",PT
10061030,"Brain tumour",LLT
10061043,"Clostridial infection",PT
10061087,"Connective tissue disorder",PT
10061092,"Corynebacterium infection",PT
10061093,"Cranial nerve disorder",PT
10061096,"Cranial neuropathy",LLT
10061101,"Deficiency anaemia",PT
10061124,"Enterococcal infection",PT
10061126,"Escherichia infection",PT
10061127,"Eye degenerative disorder",PT
10061128,"Eye injury",PT
10061129,"Eye movement disorder",PT
10061130,"Eyelid disorder",PT
10061137,"Ocular toxicity",PT
10061148,"Feeding disorder",PT
10061158,"Foetal heart rate disorder",PT
10061166,"Gastroenteritis bacterial",PT
10061169,Embolism,PT
10061173,"Gastrointestinal motility disorder",PT
10061178,"Genital haemorrhage",PT
10061180,"Genital infection fungal",PT
10061181,"Genitourinary tract gonococcal infection",PT
10061182,"Genitourinary tract infection",PT
10061188,Haematotoxicity,PT
10061190,"Haemophilus infection",PT
10061196,Hematotoxicity,LLT
10061197,"Neonatal seizures",LLT
10061205,"Hereditary disorder",PT
10061208,"Herpes zoster infection neurological",PT
10061215,"Impulse-control disorder",PT
10061216,Infarction,PT
10061217,Infestation,PT
10061218,Inflammation,PT
10061219,"Lens disorder",PT
10061221,"Libido disorder",PT
10061224,"Limb discomfort",PT
10061225,"Limb injury",PT
10061227,"Lipid metabolism disorder",PT
10061228,Lipomatosis,PT
10061229,"Lung infection",LLT
10061232,"Lymphoproliferative disorder",PT
10061246,"Intervertebral disc degeneration",PT
10061247,"Intestinal functional disorder",LLT
10061249,"Intra-abdominal haemorrhage",PT
10061251,"Intracranial venous sinus thrombosis",LLT
10061254,"Iris disorder",PT
10061255,Ischaemia,PT
10061256,"Ischaemic stroke",PT
10061258,"Joint lock",PT
10061259,"Klebsiella infection",PT
10061261,"Lactation disorder",PT
10061264,Laryngopharyngitis,PT
10061273,Malnutrition,PT
10061274,Malocclusion,PT
10061275,"Mantle cell lymphoma",PT
10061280,"Mediastinal disorder",PT
10061284,"Mental disorder",PT
10061285,"Mental disorder due to a general medical condition",PT
10061296,"Motor dysfunction",PT
10061297,"Mucosal erosion",PT
10061298,"Mucosal haemorrhage",PT
10061302,Myringitis,PT
10061303,"Nail bed infection",PT
10061304,"Nail infection",PT
10061305,"Nasal mucosal disorder",PT
10061308,"Neonatal infection",PT
10061309,"Neoplasm progression",PT
10061318,"Oesophageal disorder",PT
10061322,"Optic nerve disorder",PT
10061323,"Optic neuropathy",PT
10061324,"Oral fungal infection",PT
10061325,"Oral neoplasm",PT
10061326,"Oral soft tissue disorder",LLT
10061334,"Partial seizures",PT
10061339,"Perineal pain",PT
10061340,"Peripheral embolism",PT
10061353,"Pneumococcal infection",PT
10061354,"Pneumonia fungal",PT
10061355,Poisoning,PT
10061358,"Withdrawal bleeding irregular",LLT
10061363,"Skeletal injury",PT
10061364,"Skin injury",PT
10061367,"Spinal cord disorder",PT
10061371,Spondylitis,PT
10061372,"Streptococcal infection",PT
10061373,"Sudden hearing loss",PT
10061376,"Temperature regulation disorder",PT
10061402,"Vaginal disorder",PT
10061403,"Vagus nerve disorder",PT
10061408,"Venous thrombosis limb",PT
10061414,"White blood cell disorder",PT
10061416,"Yersinia infection",PT
10061418,Zygomycosis,LLT
10061422,"Abnormal behaviour",PT
10061428,"Decreased appetite",PT
10061446,"Conjunctival disorder",PT
10061451,"Colorectal cancer",PT
10061453,"Corneal disorder",PT
10061457,"Facial nerve disorder",PT
10061458,"Feeling of body temperature change",PT
10061459,"Gastrointestinal ulcer",PT
10061461,"Erectile dysfunction",PT
10061462,"Eustachian tube disorder",PT
10061468,"Postoperative wound complication",PT
10061471,"Pseudomonas infection",PT
10061472,"Psychiatric symptom",PT
10061481,"Renal injury",PT
10061492,Retinoschisis,PT
10061494,"Rhinovirus infection",PT
10061510,"Scleral disorder",PT
10061516,Capillarectasia,LLT
10061525,"Lacrimal disorder",PT
10061529,Polyp,PT
10061535,"Ovarian neoplasm",PT
10061536,"Parkinson's disease",PT
10061538,"Pituitary tumour benign",PT
10061548,"Red blood cell abnormality",PT
10061549,"Sensation of foreign body",PT
10061552,Oculogyration,LLT
10061574,"Urinary tract obstruction",PT
10061580,"Vitamin B complex deficiency",PT
10061590,"Blood disorder",PT
10061592,"Cardiac fibrillation",PT
10061596,"Gastrointestinal malformation",PT
10061598,Immunodeficiency,PT
10061603,"Respiratory syncytial virus infection",PT
10061619,Deformity,PT
10061621,"Adjustment disorder",PT
10061639,Angiokeratoma,PT
10061660,"Artery dissection",PT
10061663,"Atypical mycobacterial infection",PT
10061664,"Autoimmune disorder",PT
10061666,"Autonomic neuropathy",PT
10061695,"Biliary tract infection",PT
10061729,"Bone marrow disorder",PT
10061736,"Bronchitis bacterial",PT
10061761,Chondrocalcinosis,PT
10061762,Chondropathy,PT
10061784,"Conjunctivitis bacterial",PT
10061785,Contracture,LLT
10061788,"Corneal infection",PT
10061809,"Cervix carcinoma stage 0",PT
10061811,"Demyelinating polyneuropathy",PT
10061818,"Disease progression",PT
10061827,Dyssomnia,PT
10061832,"Eating disorder symptom",PT
10061835,"Diabetic nephropathy",PT
10061842,Entropion,PT
10061866,"Nerve root compression",LLT
10061873,"Non-small cell lung cancer",PT
10061876,Obstruction,PT
10061877,"Obstructive airways disorder",PT
10061907,"Parainfluenzae virus infection",PT
10061908,"Cranial nerve paralysis",PT
10061910,Parasomnia,PT
10061912,"Penile infection",PT
10061920,"Psychotic disorder",PT
10061924,"Pulmonary toxicity",PT
10061926,Purulence,PT
10061928,Radiculitis,LLT
10061934,"Salivary gland cancer",PT
10061935,"Salivary gland disorder",PT
10061974,"Gastrointestinal obstruction",PT
10061975,"Gastrointestinal ulcer perforation",PT
10061979,"Genital pain",PT
10061986,SARS,LLT
10061989,Glomerulosclerosis,PT
10061991,Grimacing,PT
10061992,Haemophilia,PT
10061998,"Hepatic lesion",PT
10062000,"Hepatobiliary disease",PT
10062004,"Herpes ophthalmic",PT
10062016,Immunosuppression,PT
10062023,"Intestinal cyst",PT
10062028,"Keratitis bacterial",PT
10062037,Leukoplakia,PT
10062049,"Lymphocytic infiltration",PT
10062060,Hyperlipidaemia,PT
10062080,"Pigmentation disorder",PT
10062099,"Rectal neoplasm",PT
10062104,"Renal mass",PT
10062106,"Respiratory tract infection viral",PT
10062108,"Retinal vascular thrombosis",PT
10062112,"Splenic infection",PT
10062120,Syphilis,PT
10062155,"Scrotal disorder",PT
10062158,"Secondary infection",LLT
10062162,"Sensorimotor disorder",PT
10062167,"Vaginitis bacterial",LLT
10062169,"Vascular access complication",PT
10062173,"Venoocclusive disease",PT
10062190,"Metabolic encephalopathy",PT
10062194,Metastasis,PT
10062198,Microangiopathy,PT
10062207,"Mycobacterial infection",PT
10062209,"Nasal disorder",PT
10062211,"Neck injury",PT
10062212,"Neisseria infection",PT
10062218,"Tympanic membrane disorder",PT
10062225,"Urinary tract pain",PT
10062237,"Renal impairment",PT
10062244,"Sinus disorder",PT
10062249,"Skin inflammation",LLT
10062255,"Soft tissue infection",PT
10062263,"Small intestinal stenosis",PT
10062267,"Septum pellucidum agenesis",PT
10062276,"Conjunctival pigmentation",PT
10062283,"Nail ridging",PT
10062284,"Neuromuscular toxicity",PT
10062300,"Procedural hypotension",PT
10062310,"Joint hyperextension",PT
10062315,Lipohypertrophy,PT
10062325,"Congenital arterial malformation",PT
10062352,"Respiratory tract infection",PT
10062357,SIRS,LLT
10062372,"Acute generalized exanthematous pustulosis",LLT
10062375,"Aggressive behavior",LLT
10062416,"Dermatitis exfoliative generalized",LLT
10062428,"Generalized aching",LLT
10062433,"Generalized erythema",LLT
10062435,"Generalized flushing",LLT
10062437,"Generalized itching",LLT
10062446,"Generalized skin reaction",LLT
10062466,"Localized edema",LLT
10062469,"Localized infection",LLT
10062471,"Localized skin reaction",LLT
10062497,"Injection site leaking",LLT
10062501,"Non-cardiac chest pain",PT
10062506,"Heparin-induced thrombocytopenia",PT
10062519,"Poor quality sleep",PT
10062523,"Wide complex tachycardia",LLT
10062530,"Increased bronchial secretion",PT
10062532,"Erosive duodenitis",PT
10062542,"Arterial insufficiency",PT
10062543,"Tracheal haemorrhage",PT
10062544,"Tooth fracture",PT
10062545,"Middle ear effusion",PT
10062553,"Scleroderma renal crisis",PT
10062558,"Vaginal erosion",PT
10062575,"Muscle contracture",PT
10062585,"Peripheral arterial occlusive disease",PT
10062599,"Arterial occlusive disease",PT
10062631,"Cholecystitis infective",PT
10062639,"Herpes dermatitis",PT
10062640,"Herpes eyelid",LLT
10062641,"Female sexual arousal disorder",PT
10062656,"Bladder tamponade",PT
10062665,"Dysaesthesia pharynx",PT
10062689,Hyposphagma,LLT
10062713,"Haemorrhagic diathesis",PT
10062717,"Increased upper airway secretion",PT
10062720,"Hemorrhagic diathesis",LLT
10062747,Hypercreatininaemia,PT
10062755,Hypercreatininemia,LLT
10062767,Hypophysitis,PT
10062770,Hyperamylasaemia,PT
10062777,Hyperamylasemia,LLT
10062797,"Melanocytic nevus",LLT
10062799,"Pigmented nevus",LLT
10062805,"Dysplastic naevus",PT
10062848,Logorrhea,LLT
10062872,Dysesthesia,LLT
10062909,"Netherton's syndrome",PT
10062948,"Drug rash",LLT
10062950,"Leigh syndrome",LLT
10062958,"Subretinal fibrosis",PT
10062959,"Neutropenic colitis",PT
10062963,"Subretinal haemorrhage",LLT
10062971,"Retinal pigment epithelial tear",PT
10062975,"Sensory neuropathy",LLT
10063003,"Endocrine toxicity",PT
10063006,"Facial spasm",PT
10063008,"Hemifacial spasm",LLT
10063015,Hematotympanum,LLT
10063036,"Spinal cord oedema",PT
10063045,Effusion,PT
10063057,"Cystitis noninfective",PT
10063059,"Bladder inflammation",LLT
10063072,"Application site discomfort",PT
10063080,"Postural orthostatic tachycardia syndrome",PT
10063081,"Acute left ventricular failure",PT
10063097,"Peripheral vasodilatation",LLT
10063117,"Paroxysmal perceptual alteration",PT
10063118,Chorioretinopathy,PT
10063119,"Anaphylactoid shock",PT
10063128,Colpitis,LLT
10063185,"Macular scar",PT
10063188,"Post procedural haematoma",PT
10063193,"Post procedural hematoma",LLT
10063292,"Brain stem syndrome",PT
10063338,"Infantile spitting up",PT
10063341,Metamorphopsia,PT
10063344,"Microscopic polyangiitis",PT
10063349,"Endotracheal intubation complication",PT
10063384,Fibroadenoma,LLT
10063391,Scleroma,LLT
10063400,"Secondary progressive multiple sclerosis",PT
10063401,"Primary progressive multiple sclerosis",PT
10063409,Acarodermatitis,PT
10063438,"Pruritus allergic",PT
10063451,"Tingling of extremity",LLT
10063452,"Arteriosclerotic retinopathy",PT
10063475,"Urinary retention postoperative",PT
10063495,"Self injurious behaviour",LLT
10063527,"Allergic respiratory symptom",PT
10063534,"Ocular dysmetria",PT
10063541,"Bowel movement irregularity",PT
10063550,Spondylolisthesis,PT
10063554,"Hyperglycaemic hyperosmolar nonketotic syndrome",PT
10063555,"Hyperglycemic hyperosmolar nonketotic syndrome",LLT
10063560,"Excessive granulation tissue",PT
10063562,"Radiation skin injury",PT
10063575,"Bladder perforation",PT
10063580,"Atlantoaxial instability",PT
10063587,"Catheter site bruise",PT
10063628,"Jessner's lymphocytic infiltration",PT
10063639,"Biochemical pregnancy",PT
10063645,"Post procedural oedema",PT
10063647,"Post procedural edema",LLT
10063648,"Cerebral artery stenosis",PT
10063657,"Erosive esophagitis",LLT
10063659,Aversion,PT
10063675,"Sinusoidal obstruction syndrome",LLT
10063678,"Pelvic haemorrhage",PT
10063683,"Application site hypersensitivity",PT
10063725,"Idiopathic pneumonia syndrome",PT
10063743,Hypophagia,PT
10063761,"Reversible posterior leukoencephalopathy syndrome",LLT
10063762,"Instillation site erythema",PT
10063765,"Instillation site reaction",PT
10063771,"Instillation site foreign body sensation",PT
10063772,"Instillation site dryness",PT
10063776,"Implant site oedema",PT
10063779,"Implant site erythema",PT
10063780,"Implant site haematoma",PT
10063782,"Implant site pain",PT
10063783,"Implant site paraesthesia",PT
10063785,"Implant site pruritus",PT
10063786,"Implant site rash",PT
10063803,"Cervix erythema",PT
10063822,"Vaginal edema",LLT
10063827,"Extramedullary haemopoiesis",PT
10063837,"Reperfusion injury",PT
10063839,"Application site induration",PT
10063848,"Implant site abscess",PT
10063858,"Implant site hypersensitivity",PT
10063873,"Implant site scar",PT
10063881,"Vessel puncture site bruise",PT
10063890,"Lower respiratory tract infection bacterial",PT
10063894,"Sudden unexplained death in epilepsy",PT
10063895,SUDEP,LLT
10063916,"Metastatic gastric cancer",PT
10063927,"Orthostatic intolerance",PT
10063933,"Coronary stent thrombosis",LLT
10063938,"Posterior capsule rupture",PT
10063960,"Vessel puncture site discharge",PT
10063970,"Choroidal effusion",PT
10064000,"Lichenoid keratosis",PT
10064025,"Merkel cell carcinoma",LLT
10064062,"Neurodevelopmental disorder",PT
10064083,"Nocardia infection",LLT
10064088,"Nail bed inflammation",PT
10064104,ADHD,LLT
10064107,"Pneumocystis jiroveci infection",LLT
10064108,"Pneumocystis jiroveci pneumonia",LLT
10064109,"Incision site cellulitis",PT
10064121,"Eyelash hyperpigmentation",PT
10064124,"Cervical dystonia",LLT
10064132,Conjunctivochalasis,PT
10064145,"Retinal aneurysm",PT
10064147,"Gastrointestinal inflammation",PT
10064212,"Eosinophilic oesophagitis",PT
10064220,"Eosinophilic esophagitis",LLT
10064229,"Pelvic discomfort",PT
10064251,Onychalgia,PT
10064261,"Eyelid twitching",LLT
10064265,"Skin haemorrhage",PT
10064266,"Skin hemorrhage",LLT
10064332,"Complex regional pain syndrome",PT
10064343,"Esophageal edema",LLT
10064345,"ST segment elevation myocardial infarction",LLT
10064346,STEMI,LLT
10064353,"Wrong technique in drug usage process",LLT
10064355,"Incorrect dose administered",PT
10064445,"Extrapulmonary tuberculosis",PT
10064454,LSIL,LLT
10064467,"Urothelial carcinoma",LLT
10064483,"Vaginal exfoliation",LLT
10064486,"Mucosal exfoliation",PT
10064487,"Oral mucosal exfoliation",PT
10064505,"Stoma site infection",PT
10064538,"Complication of device insertion",PT
10064556,"Breakthrough pain",PT
10064557,"Cholinergic crisis",LLT
10064574,NOMID,LLT
10064575,FCAS,LLT
10064578,"Application site exfoliation",PT
10064579,"Exfoliative rash",PT
10064594,"Oral mucosa erosion",PT
10064601,"Iliac artery occlusion",PT
10064658,"Osteonecrosis of jaw",PT
10064687,"Device related infection",PT
10064711,"Portal venous gas",PT
10064731,"Body hair loss",LLT
10064732,"Clotting disorder",LLT
10064765,"Breast hematoma",LLT
10064769,Dactylitis,PT
10064774,"Infusion site extravasation",PT
10064816,"Light sleep",LLT
10064823,"Asthmatic crisis",PT
10064848,"Chronic kidney disease",PT
10064859,"Primary immunodeficiency syndrome",PT
10064862,Frustration,LLT
10064882,"Procedural pain",PT
10064883,"Reflex bradycardia",LLT
10064889,"Pulmonary effusion",LLT
10064890,Hypereosinophilia,LLT
10064893,Hyperaluminemia,LLT
10064899,"Vulvovaginal mycotic infection",PT
10064900,"Gout flare",LLT
10064906,Gastralgia,LLT
10064911,"Pulmonary arterial hypertension",PT
10064913,"Bronchial disorder",PT
10064930,"Age-related macular degeneration",PT
10064931,"Joint instability",PT
10064938,"Tumour perforation",PT
10064948,"Viral rhinitis",PT
10064950,"Head titubation",PT
10064973,"Allergic bronchospasm",LLT
10064977,"Acinetobacter bacteremia",LLT
10064986,"Perivascular dermatitis",LLT
10064990,"Skin abrasion",PT
10064995,"Circulatory depression",LLT
10064996,"Ulcerative keratitis",PT
10064997,"Necrotising retinitis",PT
10065010,"Necrotizing retinitis",LLT
10065015,"Hot feeling generalised",LLT
10065016,"Post-traumatic pain",PT
10065019,"Coital bleeding",PT
10065027,"Sudden deafness",LLT
10065030,BPH,LLT
10065038,"Herpes zoster disseminated",PT
10065040,"AIDS dementia complex",LLT
10065042,"Immune reconstitution inflammatory syndrome",PT
10065045,ALTE,LLT
10065048,"Latent tuberculosis",PT
10065059,"Application site burn",PT
10065061,"Stinging skin",LLT
10065062,"Meibomian gland dysfunction",PT
10065086,Parasitosis,LLT
10065093,Tendinosis,LLT
10065106,"Extensive swelling of vaccinated limb",PT
10065109,"Reactogenicity event",LLT
10065111,"Epstein-Barr viremia",LLT
10065112,"EBV viremia",LLT
10065119,"Necrotising herpetic retinopathy",PT
10065159,Polychondritis,PT
10065166,"Excessive eye blinking",PT
10065177,"Otitis media viral",PT
10065181,"Bacterial rhinitis",PT
10065187,"Lower respiratory tract infection fungal",PT
10065194,"Splenic infection fungal",PT
10065197,"Cystitis viral",PT
10065198,"Cystitis bacterial",PT
10065206,"Enterocolitis bacterial",PT
10065217,"Hepatic infection fungal",PT
10065235,"Tonsillitis bacterial",PT
10065242,"Wound infection fungal",PT
10065252,"Solid tumor",LLT
10065268,"Dental fistula",PT
10065283,"Inconsolable crying",LLT
10065304,"Spontaneous haematoma",PT
10065312,"Hypoaesthesia facial",LLT
10065331,"Application site fissure",PT
10065341,"Ventricular tachyarrhythmia",PT
10065342,"Supraventricular tachyarrhythmia",PT
10065381,"Polyomavirus-associated nephropathy",PT
10065388,"Pelvic fluid collection",PT
10065390,"Inflammatory pain",PT
10065417,"Brachial plexopathy",PT
10065418,"Arteriosclerosis obliterans",LLT
10065433,"Ligament rupture",PT
10065441,"Venous haemorrhage",PT
10065443,"Malignant glioma",PT
